** Object ID ,** URI,Collection,Series,Sub Series,Container 1,Container 2,Source,** Repository,** Title,** Date,** Date – online search,Dimensions,** Extent,** Creator,** Scope and content,Location,** Access,Publisher,Type,Format,** Language,Rights,** Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Subject 6,
AT-001-011,,AT-001,0,0,0,0,Artefacts - Siddiqi Lab,Archives at NCBS,Vertical electrode puller - Narishige,Unknown,0,30 x 30 x 86 cm,NA,Narishige,Vertical Electrode Puller. Narishige (manufacturing company). Used for the preparation of fine needles in developmental biology. It is a manual system with still functioning gears to hold the needle edges. People who have worked on these setups particularly remember the ‘thuds’ it would make when the task is done and the finality associated with that thud. Still sought after but not in production anymore.,Bangalore,Unrestricted,Archives at NCBS,Artefact,"Artefact, mixed media",NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Electrode puller,Scientific process,Narishige,Developmental biology,,,
MS-004_1_1_1_9_P_0004,,MS-004,1,1,1,9,Ravi Sankaran Collection,Archives at NCBS,Table with recordings of grass height ,1985 to 1988,1985,8.5x11.5 inches,1p,"Sankaran, Ravi","Recordings of grass height in Sailana, Hazariya, Naulakha, and Dohad during the years 1985 to 1988. Sankaran has recorded the change in height approximately weekly",Madhya Pradesh,Unrestricted,Archives at NCBS,Recording,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Grass,Observations,Conservation,Wildlife,Research,Fieldwork,
MS-004_1_2_2_1_0001-0054,,MS-004,1,2,2,1,Ravi Sankaran Collection,Archives at NCBS,Study of ecology of certain endangered species of wildlife and their habitats,1986,1986,8.5x11.5 inches,54p,"Sankaran, Ravi and Rahmani, Asad R.","Book titled ""Study of ecology of certain endangered species of wildlife and their habitats"" on the Lesser Florican. Published by the Bombay Natural History Society as an Annual Report",Bombay,Unrestricted,Archives at NCBS,Book,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Lesser florican,Report,Endangered,Habitat,,,
MS-004_1_2_2_1_0078-0088,,MS-004,1,2,2,1,Ravi Sankaran Collection,Archives at NCBS,"Article titled ""The lesser florican""",1987,1987,8.5x11.5 inches,9p,"Sankaran, Ravi",Article written by Ravi Sankaran with his photographs in Sanctuary magazine on the lesser florican,Bombay,Unrestricted,Archives at NCBS,Book,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Lesser florican,Magazine,Sanctuary,Conservation,Wildlife,Popular science,
MS-004_1_2_2_3_P_0011,,MS-004,1,2,2,3,Ravi Sankaran Collection,Archives at NCBS,The Lesser Florican News - June 1996,1996,1996,8.5x11.5 inches,1p,"Sankaran, Ravi","Article written by Ravi Sankaran on the efforts of the ""Florican Watch"" to observe and conserve the Lesser Florican. Published by the Salim Ali Centre for Ornithology and Natural History (SACON)",Coimbatore,Unrestricted,Archives at NCBS,Note,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Lesser florican,Conservation,Exploitation,Endangered,Newsletter,Popular science,
MS-004_1_2_2_3_P_0023,,MS-004,1,2,2,3,Ravi Sankaran Collection,Archives at NCBS,The Lesser Florican News - December 1997,1997,1997,8.5x11.5 inches,1p,"Sankaran, Ravi",Article written by Ravi Sankaran on the work done by his team in surveying areas in Rajasthan. Published by the Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,Unrestricted,Archives at NCBS,Note,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Lesser florican,Conservation,Hunting,Survey,Grassland,,
MS-004_1_2_3_3_0001-0052,,MS-004,1,2,3,3,Ravi Sankaran Collection,Archives at NCBS,The impact of nest collection on the Edible-nest Swiftlet Collocalia fuciphaga in the Andaman & Nicobar Islands,1998,1998,8.5x11.5 inches,52p,"Sankaran, Ravi","Book titled ""The impact of nest collection on the Edible-nest Swiftlet Collocalia fuciphaga in the Andaman & Nicobar Islands"" published by the Salim Ali Centre for Ornithology and Natural History, and written by Ravi Sankaran",Coimbatore,Unrestricted,Archives at NCBS,Book,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Swiftlet,Conservation,Local,Tradition,SACON,Salim Ali,
MS-004_1_3_3_7_P_0001,,MS-004,1,3,3,7,Ravi Sankaran Collection,Archives at NCBS,Letter from a farmer to Ravi Sankaran about conservation,30/07/1990,1990,8.5x11.5 inches,1p,"Karangia, Narayan","Letter from Narayan Karangia, a farmer from Jamnagar, Gujarat to Ravi Sankaran. Karangia writes that he came to know about Sankaran after reading a pamphlet he had written on the florican. He writes that he takes measures on his land to preserve certain birds and requests Sankaran's help. ",Jamnagar-Gujarat,Unrestricted,Archives at NCBS,Letter,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Farmer,Outreach,Environment,Conservation,Local,,
MS-004_1_3_3_8_P_0001,,MS-004,1,3,3,8,Ravi Sankaran Collection,Archives at NCBS,Letter from Ravi Sankaran to Canon USA,20/04/1992,1992,8.5x11.5 inches,1p,"Sankaran, Ravi","Letter from Ravi Sankaran to the Manager, Canon USA. Sankaran writes to submit his photos of endangered Indian birds to the National Geographic magazine section titled ""Wildlife as Canon sees it. "" He asks for the name and address of the person to whom he must send the pictures. ",Bombay,Unrestricted,Archives at NCBS,Letter,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Photography,Canon,Wildlife,Endangered ,Birds,National Geographic,
MS-004_3_2_10_4_0001-0002,,MS-004,3,2,10,4,Ravi Sankaran Collection,Archives at NCBS,Letter from Sachin Tapasvi to Ravi Sankaran,15/06/1992,1992,8.5x11.5 inches,2p,"Tapasvi, Sachin","Letter from Sachin Tapasvi to Ravi Sankaran. Tapasvi writes to Sankaran requesting for photography tips, and asks Sankaran if he can accompany him on a research trip to Sailana. Tapasvi also writes that he is planning to join a research team from the Wildlife Institute, Dehradun and asks Sankaran if he would be interested in joining him",Pune,Unrestricted,Archives at NCBS,Letter,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Photography,Research,Student,Guru,Sailana,Florican,
MS-004_4_1_10_13_0001-0002,,MS-004,4,1,10,13,Ravi Sankaran Collection,Archives at NCBS,Photo of Male Swamp Deer ,Undated,0,8.5x11.5 inches,2p,"Sankaran, Ravi","Image of a male Barasingha, or Swamp Deer, taken by Ravi Sankaran at Dudhwa National Park, Uttar Pradesh",Dudhwa National Park - Uttar Pradesh,Unrestricted,Archives at NCBS,Image,,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Barasingha,Swamp Deer,Dudhwa National Park,Photography,Wildlife,,
MS-005_1_1_1_1_P_0003,,MS-005,1,1,1,1,Ajith Kumar Papers,Archives at NCBS,"Field notes written on Braille paper regarding competition for resources among tree-living mammals, Anamalai Hills, Tamil Nadu.",1982 - 1983,1982,8.5x11.5 inches,1p,"Kumar, Ajith","Ajith Kumar's field notes from 1982-83, written on Braille paper (sourced from a church in the US, since resources were limited, and it was good non-blotting paper). The notes are for studies on how four species of tree living mammals (Bonnet monkey, lion-tailed monkey, Nilgiri langur and giant squirrel) co-exist and compete for same resources in the Anamalai Hills, Tamil Nadu.","Anamalai Hills, Tamil Nadu",Unrestricted,Archives at NCBS,Research note,Ink on Braille paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Tree-living mammals,Nilgiri Hills,Forest resources,Christianity -- Bible,Braille,,
NI-001_1_2_1_5_P_0026,,NI-001,1,2,1,5,"Establishment office, NCBS.",Archives at NCBS,No objection certificate signed by S. Ashok Rao regarding Veronica Rodrigues' visit to Netherlands for a seminar,05/06/2009,2009,8.5x11.5 inches,1p,"Rao, S. Ashok","No objection certificate issued by S. Ashok Rao, Administrative Officer, NCBS regarding Veronica Rodrigues' application for a visa to enable her to attend a seminar at University of Utrecht, Netherlands called ""Tuning your Research Focus to the European Context""",Bangalore,Unrestricted,Archives at NCBS,Form,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,"Rodrigues, Veronica",Seminar,Europe,Netherlands,Research ,,
